2024-01-03,17:45:15,2024-01-03,17:46:15,OZ1JMN,JO46,144.175302,FT8,-20,-03,,,,
2024-01-03,17:48:15,2024-01-03,17:49:15,OV3T,JO46,144.175302,FT8,+14,-09,,,,
2024-01-03,17:50:15,2024-01-03,17:54:15,OZ1IIL,,144.175302,FT8,-10,-13,,,,
2024-01-03,17:56:45,2024-01-03,17:57:45,OZ3Z,JO45,144.175302,FT8,+14,+07,,,,
2024-01-03,17:59:45,2024-01-03,18:00:15,SA6RTD,JO58,144.175302,FT8,-06,-08,,,,
2024-01-03,18:04:00,2024-01-03,18:05:01,DG6YID,JO42,144.175302,FT8,+09,-10,,,,
2024-01-03,18:08:30,2024-01-03,18:08:30,PA0RKA,JO31,144.175250,FT8,-15,,,,,
2024-01-03,18:11:00,2024-01-03,18:11:00,DL5EBS,JO31,144.175250,FT8,-15,,,,,
2024-01-03,18:12:30,2024-01-03,18:13:00,PH2M,JO22,144.175250,FT8,-11,-19,,,,
2024-01-03,18:15:30,2024-01-03,18:16:00,DG9BFE,JO33,144.175250,FT8,-11,-15,,,,
2024-01-03,18:20:00,2024-01-03,18:20:30,DL1EMA,JO31,144.175250,FT8,+02,-07,,,,
2024-01-03,18:24:30,2024-01-03,18:25:30,DH4FR,JO43,144.175250,FT8,-14,-18,,,,
2024-01-03,18:27:30,2024-01-03,18:28:30,5P6MJ,JO54,144.175250,FT8,-15,+00,,,,
2024-01-03,18:38:15,2024-01-03,18:39:30,DL5EBS,JO31,144.175250,FT8,-08,-01,,,,
2024-01-03,18:42:45,2024-01-03,18:43:30,DL8DBU,JO30,144.175250,FT8,-03,-14,,,,
2024-01-03,18:57:45,2024-01-03,18:59:15,DK2YCT,JO32,144.175250,FT8,-14,-14,,,,
2024-01-03,19:05:15,2024-01-03,19:05:15,PE4A,JO22,144.175250,FT8,-11,-11,,,,
2024-01-03,19:11:00,2024-01-03,19:11:45,PA6Q,JO32,144.175250,FT8,-02,-23,,,,
2024-01-03,19:13:00,2024-01-03,19:14:30,DL2PK,JO31,144.175250,FT8,-06,-18,,,,
2024-01-03,19:24:15,2024-01-03,19:27:15,PD0HF,JO22,144.175250,FT8,-14,-18,,,,
2024-01-03,19:39:45,2024-01-03,19:40:15,DG0LFG,JO61,144.175250,FT8,+04,-12,,,,
2024-01-03,20:12:45,2024-01-03,20:14:45,SM6MVE,JO67,144.176064,FT8,-06,-12,,,,
2024-01-03,20:17:45,2024-01-03,20:18:45,SM5EPO,JP80,144.176064,FT8,-10,-06,,,,
2024-01-03,20:31:30,2024-01-03,20:32:15,PE2HHN,,144.176064,FT8,-15,-24,,,,
2024-01-03,20:36:15,2024-01-03,20:37:15,PA3CWS,JO22,144.176064,FT8,-12,-16,,,,
2024-01-04,06:19:30,2024-01-04,06:20:30,RA6MQ,KN94,21.075501,FT8,-03,-08,,,,
2024-01-04,06:21:15,2024-01-04,06:22:15,R6LE,LN07,21.075501,FT8,-11,-24,,,,
2024-01-04,07:06:45,2024-01-04,07:07:45,UR4QWW,KN77,21.075501,FT8,+07,-05,,,,
2024-01-04,08:20:45,2024-01-04,08:21:45,4X4ZP,KM72,21.075501,FT8,-06,-22,,,,
2024-01-04,08:22:15,2024-01-04,08:23:15,R8AAU,LO93,21.075501,FT8,-08,-16,,,,
2024-01-04,08:29:45,2024-01-04,08:30:45,BG5CAH,PL09,21.075501,FT8,-16,-13,,,,
2024-01-04,09:03:15,2024-01-04,09:04:15,R4LBP,LO44,21.075501,FT8,-09,-16,,,,
2024-01-04,09:05:15,2024-01-04,09:06:46,RA4CLU,LO31,21.075501,FT8,+01,-11,,,,
2024-01-04,09:07:45,2024-01-04,09:08:45,JH5LCN,PM63,21.075501,FT8,-14,-19,,,,
2024-01-04,09:09:45,2024-01-04,09:10:45,R1IAA,LP52,21.075501,FT8,-13,-16,,,,
2024-01-04,09:18:15,2024-01-04,09:19:17,LZ2KV,KN33,21.075501,FT8,+06,-05,,,,
2024-01-04,09:19:45,2024-01-04,09:21:15,UB3AWW,KO85,21.075501,FT8,-05,-07,,,,
2024-01-04,09:27:15,2024-01-04,09:28:15,UR3EO,KN78,21.075501,FT8,+18,-07,,,,
2024-01-04,09:29:15,2024-01-04,09:30:15,EB3JT,JN01,21.075501,FT8,+13,-05,,,,
2024-01-04,09:30:15,2024-01-04,09:31:15,UA4FEN,,21.075501,FT8,-08,-16,,,,
2024-01-04,09:31:30,2024-01-04,09:32:15,JH3OWW,PM74,21.075501,FT8,-04,-10,,,,
2024-01-04,09:32:45,2024-01-04,09:33:47,DS5TUK,PM45,21.075501,FT8,+00,-09,,,,
2024-01-04,10:05:15,2024-01-04,10:06:15,RA6FSV,LN05,21.075501,FT8,-13,-03,,,,
2024-01-04,10:07:15,2024-01-04,10:08:15,R9CA/QRP,,21.075501,FT8,-13,-16,,,,
2024-01-04,10:09:45,2024-01-04,10:10:45,R7LX,LN07,21.075501,FT8,-06,-17,,,,
2024-01-04,10:20:00,2024-01-04,10:21:00,RA1OHX,KP91,21.075501,FT8,-16,-13,,,,
2024-01-04,10:22:00,2024-01-04,10:23:00,YO4GIY,KN43,21.075501,FT8,+06,-05,,,,
2024-01-04,10:27:00,2024-01-04,10:28:00,R7IW,LN35,21.075501,FT8,+02,-11,,,,
2024-01-04,10:34:15,2024-01-04,10:35:15,EA5HJA,IM99,21.075501,FT8,-12,-12,,,,
2024-01-04,10:36:45,2024-01-04,10:40:45,SV1QZY,KM18,21.075501,FT8,-08,-19,,,,
2024-01-04,10:41:45,2024-01-04,10:43:15,CT1ILT,IN50,21.075501,FT8,+01,-08,,,,
2024-01-04,11:04:15,2024-01-04,11:05:00,R3EDN,KO82,21.075501,FT8,+05,-13,,,,
2024-01-04,11:16:45,2024-01-04,11:17:30,EB5DEJ,IM98,21.075686,FT8,+00,-10,,,,
2024-01-04,11:19:15,2024-01-04,11:20:02,EB2EMZ,IN83,21.075686,FT8,-14,-10,,,,
2024-01-04,11:22:15,2024-01-04,11:23:00,LZ1BK,KN22,21.075686,FT8,+06,-09,,,,
2024-01-04,11:54:45,2024-01-04,11:55:31,R1BEO,KP50,21.075686,FT8,+05,-14,,,,
2024-01-04,12:05:15,2024-01-04,12:07:02,SV1EKI,KM18,21.075686,FT8,-13,-15,,,,
2024-01-04,12:09:15,2024-01-04,12:10:00,UA3AGY,KO85,21.075686,FT8,-02,-11,,,,
2024-01-04,12:14:45,2024-01-04,12:15:30,R2BBX,KO85,21.075686,FT8,-05,-06,,,,
2024-01-04,12:16:15,2024-01-04,12:17:00,N1UL,EL95,21.075686,FT8,-03,-09,,,,
2024-01-04,12:18:45,2024-01-04,12:19:30,EA3ISZ,JN01,21.075686,FT8,+06,-03,,,,
2024-01-04,12:42:45,2024-01-04,12:43:45,EA5JAF,IM99,21.075771,FT8,-02,-10,,,,
2024-01-04,12:50:15,2024-01-04,12:51:15,RY2B,KO85,21.075771,FT8,-04,-05,,,,
2024-01-04,12:51:45,2024-01-04,12:52:45,UN7LAN,MO13,21.075771,FT8,-05,-09,,,,
2024-01-04,13:00:15,2024-01-04,13:01:15,EA4HKF,IM78,21.076083,FT8,-02,-04,,,,
2024-01-04,13:01:15,2024-01-04,13:02:15,R1TM,,21.076083,FT8,+04,-11,,,,
2024-01-04,13:04:15,2024-01-04,13:05:15,R3TKM,LO15,21.076083,FT8,+04,+04,,,,
2024-01-04,13:15:15,2024-01-04,13:16:30,4X1UF,,28.076083,FT8,-02,-22,,,,
2024-01-04,13:24:15,2024-01-04,13:25:00,NP4PA,,28.076083,FT8,-04,+03,,,,
2024-01-04,13:40:00,2024-01-04,13:41:00,PP5CF,GG52,28.076083,FT8,-01,-13,,,,
2024-01-04,14:02:15,2024-01-04,14:06:03,VE2UC,FN46,28.076083,FT8,-14,-21,,,,
2024-01-04,14:08:00,2024-01-04,14:09:00,K8JDC,,28.076083,FT8,+01,-04,,,,
2024-01-04,14:23:45,2024-01-04,14:24:45,LX1GQ,JN39,28.075973,FT8,+03,+03,,,,
2024-01-04,14:32:45,2024-01-04,14:33:45,V31DL,EK57,28.076325,FT8,+04,-14,,,,
2024-01-04,14:48:45,2024-01-04,14:50:15,W8DXD,EM99,28.076325,FT8,+04,-04,,,,
2024-01-04,15:22:00,2024-01-04,15:22:45,OZ3MDJ,JO45,28.074672,FT8,-15,-16,,,,
2024-01-04,15:47:00,2024-01-04,15:47:45,DK7UY,JO44,28.074672,FT8,-08,-10,,,,
2024-01-04,16:28:00,2024-01-04,16:28:45,DL2MDQ,JO64,144.174672,FT8,-03,-11,,,,
2024-01-04,18:46:45,2024-01-04,18:47:30,5P6MJ,JO54,144.174672,FT8,-02,-03,,,,
2024-01-04,19:02:45,2024-01-04,19:04:00,DL7UHF,JO62,144.174672,FT8,-19,-17,,,,
2024-01-04,20:23:45,2024-01-04,20:24:31,IZ2JTL,JN45,14.074672,FT8,-01,-18,,,,
2024-01-04,20:32:00,2024-01-04,20:33:00,9A4BT,JN86,14.074672,FT8,+02,-04,,,,
2024-01-05,06:03:30,2024-01-05,06:04:15,RC6AX,LN05,21.076099,FT8,+10,-14,,,,
2024-01-05,06:06:15,2024-01-05,06:08:30,TA2OM,KM69,21.076099,FT8,-07,-20,,,,
2024-01-05,06:52:00,2024-01-05,06:53:45,R6DOP,,21.076099,FT8,+10,-13,,,,
2024-01-05,07:20:15,2024-01-05,07:21:00,UA9QFF,MO25,21.076099,FT8,+07,-12,,,,
2024-01-05,07:34:15,2024-01-05,07:35:00,RT2D,KO85,21.076099,FT8,-04,-20,,,,
2024-01-05,07:50:00,2024-01-05,07:51:15,UA4HAD/6,,21.076099,FT8,-17,-19,,,,
2024-01-05,07:56:15,2024-01-05,07:57:15,SX0WWA,,21.076099,FT8,-08,-08,,,,
2024-01-05,07:59:00,2024-01-05,08:01:50,R0AIV,NO45,21.076099,FT8,-05,-24,,,,
2024-01-05,08:21:30,2024-01-05,08:22:48,JL3ZAW,PM75,21.076099,FT8,-03,-14,,,,
2024-01-05,08:41:15,2024-01-05,08:42:00,RA3RDN,,21.076099,FT8,-14,-13,,,,
2024-01-05,09:05:15,2024-01-05,09:06:00,HL2CFY,,21.076074,FT8,+00,-20,,,,
2024-01-05,10:00:30,2024-01-05,10:03:18,SV9CAF,KM25,28.075736,FT8,+04,-18,,,,
2024-01-05,10:10:45,2024-01-05,10:11:30,R2ZDO,KN99,28.075736,FT8,+03,+16,,,,
2024-01-05,10:19:00,2024-01-05,10:20:00,RO6K,KN75,28.075736,FT8,+01,-02,,,,
2024-01-05,10:27:15,2024-01-05,10:28:00,RA0WHE,,28.075736,FT8,-10,-09,,,,
2024-01-05,10:32:15,2024-01-05,10:33:00,RV3DBK,KO85,28.075736,FT8,-09,-07,,,,
2024-01-05,10:39:45,2024-01-05,10:40:30,RD4AN,LN19,28.075736,FT8,+06,-11,,,,
2024-01-05,10:48:00,2024-01-05,10:49:15,RA4AAT,LN28,28.075736,FT8,-04,-06,,,,
2024-01-05,11:09:30,2024-01-05,11:11:17,RA6HTU,,28.075736,FT8,-06,-17,,,,
2024-01-05,11:12:30,2024-01-05,11:13:45,UA6HI,,28.075736,FT8,-15,-23,,,,
2024-01-05,11:20:30,2024-01-05,11:21:18,UE24NY,,28.075736,FT8,-08,-13,,,,
2024-01-05,11:22:30,2024-01-05,11:23:45,EC7R,IM67,28.075736,FT8,+04,-10,,,,
2024-01-05,11:27:30,2024-01-05,11:28:18,UG4C,LO32,28.075736,FT8,-03,-17,,,,
2024-01-05,11:29:00,2024-01-05,11:29:49,SV1EAG,KM18,28.075736,FT8,-03,-15,,,,
2024-01-05,11:59:15,2024-01-05,11:59:45,UA3NFG,LO28,28.076124,FT8,-08,-13,,,,
2024-01-05,12:03:30,2024-01-05,12:04:15,RK6DD,,28.076124,FT8,+03,-09,,,,
2024-01-05,12:23:15,2024-01-05,12:23:46,RC4HAA,LO53,28.076124,FT8,+08,-03,,,,
2024-01-05,12:28:15,2024-01-05,12:30:47,CT1BWU,IM59,28.076124,FT8,-05,-12,,,,
2024-01-05,12:45:45,2024-01-05,12:46:16,KB1EFS,FN41,28.076124,FT8,-14,-12,,,,
2024-01-05,13:21:30,2024-01-05,13:22:45,R4PEX,,28.076124,FT8,+10,-16,,,,
2024-01-05,13:38:15,2024-01-05,13:39:00,TA4/PE2M,,28.076124,FT8,-03,-20,,,,
2024-01-05,13:58:15,2024-01-05,14:01:32,W1OP,FN41,28.076124,FT8,-03,-20,,,,
2024-01-05,14:02:45,2024-01-05,14:03:31,WD9HSY,,28.076124,FT8,-08,-11,,,,
2024-01-05,14:09:00,2024-01-05,14:10:00,HI3T,FK49,28.076124,FT8,-14,-15,,,,
2024-01-05,14:41:30,2024-01-05,14:42:18,N4DLT,EM95,28.076124,FT8,-06,-18,,,,
2024-01-05,15:18:15,2024-01-05,15:19:15,HA5PHK,KN06,28.076124,FT8,+10,+11,,,,
2024-01-05,15:28:30,2024-01-05,15:29:15,OZ5YN,JO46,144.176124,FT8,-15,-21,,,,
2024-01-05,15:59:45,2024-01-05,16:00:30,VA3LBX,,21.074779,FT8,-05,-16,,,,
2024-01-05,16:19:45,2024-01-05,16:20:30,EA7LZ,IM76,21.074728,FT8,+04,-01,,,,
2024-01-05,16:27:15,2024-01-05,16:28:00,N5HC,,21.074700,FT8,+11,-06,,,,
2024-01-05,16:30:45,2024-01-05,16:31:31,CT7AIU,IM67,21.074583,FT8,+03,-06,,,,
2024-01-05,16:32:30,2024-01-05,16:33:30,UT7NI,,21.074583,FT8,+10,-05,,,,
2024-01-05,16:38:30,2024-01-05,16:39:45,YO9HP,KN35,21.074943,FT8,-04,-07,,,,
2024-01-05,17:26:45,2024-01-05,17:28:45,ZA5G,,21.074943,FT8,-06,-18,,,,
2024-01-05,17:37:00,2024-01-05,17:38:00,YO7LBX,,21.074943,FT8,-16,-17,,,,
2024-01-05,17:48:00,2024-01-05,17:49:15,YO4CVV,,21.074943,FT8,-15,-15,,,,
2024-01-06,06:40:45,2024-01-06,06:41:45,TA3FR,KM38,21.074943,FT8,+01,-14,,,,
2024-01-06,07:06:45,2024-01-06,07:07:45,UG4L,LO33,21.074943,FT8,+05,+00,,,,
2024-01-06,07:15:00,2024-01-06,07:17:45,UA4CX,,21.074943,FT8,-13,-23,,,,
2024-01-06,07:26:45,2024-01-06,07:27:48,RA3TQ,LO25,21.074943,FT8,-14,-14,,,,
2024-01-06,08:06:45,2024-01-06,08:07:30,4L7T,LN21,21.074943,FT8,-07,-06,,,,
2024-01-06,08:08:15,2024-01-06,08:09:00,EA7CU,IM86,21.074943,FT8,-09,-11,,,,
2024-01-06,08:11:45,2024-01-06,08:12:30,R7DX,KN84,21.074943,FT8,+02,-12,,,,
2024-01-06,08:29:30,2024-01-06,08:31:18,R5GG,KO92,21.074943,FT8,-13,-14,,,,
2024-01-06,08:32:15,2024-01-06,08:33:00,RA9LL,MO27,21.074943,FT8,+12,-03,,,,
2024-01-06,08:34:15,2024-01-06,08:35:01,RW6ADP,,21.074943,FT8,-12,-12,,,,
2024-01-06,08:35:45,2024-01-06,08:36:30,UB3IBG,,21.074943,FT8,-04,-09,,,,
2024-01-06,08:49:15,2024-01-06,08:50:00,UY2UZ,,21.074943,FT8,+06,-05,,,,
2024-01-06,09:23:30,2024-01-06,09:24:15,RA3AV,,21.074943,FT8,-10,-19,,,,
2024-01-06,09:27:00,2024-01-06,09:27:45,UA6BGM,KN95,21.074943,FT8,-05,-17,,,,
2024-01-06,09:29:30,2024-01-06,09:31:18,R1BHG,KO59,21.074943,FT8,-14,-07,,,,
2024-01-06,09:38:30,2024-01-06,09:39:16,R2DMT,,21.074943,FT8,-12,-23,,,,
2024-01-06,09:45:30,2024-01-06,09:46:15,R1CDJ,,21.074943,FT8,-07,-13,,,,
2024-01-06,10:01:30,2024-01-06,10:02:45,CT3KN,IM12,21.074943,FT8,-01,-12,,,,
2024-01-06,10:04:30,2024-01-06,10:05:17,EA1FMF,,21.074943,FT8,+00,-11,,,,
2024-01-06,10:05:45,2024-01-06,10:06:15,EA3HMM,JN00,21.074943,FT8,+10,-12,,,,
2024-01-06,10:14:30,2024-01-06,10:15:15,IS0KNG,,21.074943,FT8,-07,-05,,,,
2024-01-06,10:17:00,2024-01-06,10:17:45,EA1DUS,IN53,21.074943,FT8,-06,-08,,,,
2024-01-06,10:34:00,2024-01-06,10:35:00,CS2024HNY,,21.075802,FT8,-09,-13,,,,
2024-01-06,10:43:15,2024-01-06,10:44:00,R9SR,LO63,28.076442,FT8,+00,-11,,,,
2024-01-06,13:23:15,2024-01-06,13:27:33,W1ATV,,28.076291,FT8,-02,-04,,,,
2024-01-06,13:30:45,2024-01-06,13:31:30,OD5KU,,28.076291,FT8,+12,-16,,,,
2024-01-06,14:12:00,2024-01-06,14:12:31,WA4MUM,EM70,28.074743,FT8,-17,-18,,,,
2024-01-06,15:34:30,2024-01-06,15:35:30,W3YNI,FN00,28.075263,FT8,-01,-06,,,,
2024-01-06,16:24:30,2024-01-06,16:25:30,DL1VST,JO44,21.075241,FT8,-07,-08,,,,
2024-01-06,16:35:00,2024-01-06,16:35:34,W3YNI,FN00,21.075241,FT8,-16,-15,,,,
2024-01-06,17:23:45,2024-01-06,17:24:31,IZ5UFW,,21.075241,FT8,-03,-12,,,,
2024-01-06,17:27:00,2024-01-06,17:27:30,IW4BLG,JN54,21.075241,FT8,-15,-12,,,,
2024-01-06,17:48:30,2024-01-06,17:49:15,DL7UHF,JO62,144.175141,FT8,-05,+00,,,,
2024-01-06,17:54:00,2024-01-06,17:54:45,SM7VUK,JO66,144.175141,FT8,-01,-01,,,,
2024-01-06,18:05:30,2024-01-06,18:06:30,5P6MJ,JO54,144.175141,FT8,+13,+06,,,,
2024-01-06,18:32:00,2024-01-06,18:32:45,DJ8MS,JO54,144.175141,FT8,-05,-03,,,,
2024-01-06,18:48:00,2024-01-06,18:48:45,DL5YEE,JO42,144.175141,FT8,-10,-11,,,,
